      0.00000000e+00      -6.48791841e+00       6.00000000e+00
      2.00000000e-04      -6.48791842e+00       6.00000000e+00
      4.00000000e-04      -6.48791842e+00       6.00000000e+00
      6.00000000e-04      -6.48791842e+00       6.00000000e+00
      8.00000000e-04      -6.48791842e+00       6.00000000e+00
      1.00000000e-03      -6.48791842e+00       6.00000000e+00
      1.20000000e-03      -6.48791843e+00       6.00000000e+00
      1.40000000e-03      -6.48791843e+00       6.00000000e+00
      1.60000000e-03      -6.48791844e+00       5.99999999e+00
      1.80000000e-03      -6.48791845e+00       5.99999999e+00
      2.00000000e-03      -6.48791845e+00       5.99999999e+00
      2.20000000e-03      -6.48791846e+00       5.99999999e+00
      2.40000000e-03      -6.48791847e+00       5.99999999e+00
      2.60000000e-03      -6.48791848e+00       5.99999999e+00
      2.80000000e-03      -6.48791849e+00       5.99999999e+00
      3.00000000e-03      -6.48791850e+00       5.99999999e+00
      3.20000000e-03      -6.48791851e+00       5.99999999e+00
      3.40000000e-03      -6.48791852e+00       5.99999999e+00
      3.60000000e-03      -6.48791854e+00       5.99999999e+00
      3.80000000e-03      -6.48791855e+00       5.99999999e+00
      4.00000000e-03      -6.48791856e+00       5.99999999e+00
      4.20000000e-03      -6.48791858e+00       5.99999999e+00
      4.40000000e-03      -6.48791860e+00       5.99999999e+00
      4.60000000e-03      -6.48791861e+00       5.99999998e+00
      4.80000000e-03      -6.48791863e+00       5.99999998e+00
      5.00000000e-03      -6.48791865e+00       5.99999998e+00
      5.20000000e-03      -6.48791867e+00       5.99999998e+00
      5.40000000e-03      -6.48791869e+00       5.99999998e+00
      5.60000000e-03      -6.48791871e+00       5.99999998e+00
      5.80000000e-03      -6.48791873e+00       5.99999998e+00
      6.00000000e-03      -6.48791875e+00       5.99999998e+00
      6.20000000e-03      -6.48791877e+00       5.99999998e+00
      6.40000000e-03      -6.48791880e+00       5.99999998e+00
      6.60000000e-03      -6.48791882e+00       5.99999998e+00
      6.80000000e-03      -6.48791885e+00       5.99999998e+00
      7.00000000e-03      -6.48791887e+00       5.99999998e+00
      7.20000000e-03      -6.48791890e+00       5.99999998e+00
      7.40000000e-03      -6.48791893e+00       5.99999998e+00
      7.60000000e-03      -6.48791895e+00       5.99999998e+00
      7.80000000e-03      -6.48791898e+00       5.99999997e+00
      8.00000000e-03      -6.48791901e+00       5.99999997e+00
      8.20000000e-03      -6.48791904e+00       5.99999997e+00
