    1.0000+0.0000j   -0.8551+0.0000j   -0.0000-0.0000j    0.3523-0.0000j    0.0000-0.0000j   -0.2382-0.0001j   -0.0000-0.0000j    0.1894+0.0001j   -0.0000-0.0000j   -0.1661-0.0000j    0.0000+0.0000j    0.1564+0.0000j
   -0.8551-0.0000j    1.0000+0.0000j   -0.5028+0.0000j   -0.0000-0.0000j    0.1142+0.0001j    0.0000+0.0000j   -0.0483-0.0000j    0.0000+0.0000j    0.0238+0.0000j   -0.0000+0.0000j   -0.0101-0.0000j    0.0000-0.0000j
   -0.0000+0.0000j   -0.5028-0.0000j    1.0000+0.0000j   -0.7409+0.0000j   -0.0000+0.0000j    0.3038+0.0001j   -0.0000-0.0000j   -0.2148-0.0001j    0.0000-0.0000j    0.1795-0.0000j   -0.0000-0.0000j   -0.1661+0.0000j
    0.3523+0.0000j   -0.0000+0.0000j   -0.7409-0.0000j    1.0000+0.0000j   -0.5513-0.0003j    0.0000+0.0000j    0.1377+0.0001j   -0.0000+0.0000j   -0.0584+0.0000j    0.0000+0.0000j    0.0238-0.0000j   -0.0000+0.0000j
    0.0000+0.0000j    0.1142-0.0001j   -0.0000-0.0000j   -0.5513+0.0003j    1.0000+0.0000j   -0.7174+0.0000j    0.0000+0.0000j    0.2938+0.0000j   -0.0000-0.0000j   -0.2148+0.0001j    0.0000-0.0000j    0.1894-0.0001j
   -0.2382+0.0001j    0.0000-0.0000j    0.3038-0.0001j    0.0000-0.0000j   -0.7174-0.0000j    1.0000+0.0000j   -0.5612+0.0000j    0.0000-0.0000j    0.1377-0.0001j   -0.0000+0.0000j   -0.0483+0.0000j   -0.0000+0.0000j
   -0.0000+0.0000j   -0.0483+0.0000j   -0.0000+0.0000j    0.1377-0.0001j    0.0000-0.0000j   -0.5612-0.0000j    1.0000+0.0000j   -0.7174-0.0000j    0.0000-0.0000j    0.3038-0.0001j    0.0000-0.0000j   -0.2382+0.0001j
    0.1894-0.0001j    0.0000-0.0000j   -0.2148+0.0001j   -0.0000-0.0000j    0.2938-0.0000j    0.0000+0.0000j   -0.7174+0.0000j    1.0000+0.0000j   -0.5513+0.0003j   -0.0000-0.0000j    0.1142-0.0001j    0.0000+0.0000j
   -0.0000+0.0000j    0.0238-0.0000j    0.0000+0.0000j   -0.0584-0.0000j   -0.0000+0.0000j    0.1377+0.0001j    0.0000+0.0000j   -0.5513-0.0003j    1.0000+0.0000j   -0.7409-0.0000j   -0.0000+0.0000j    0.3523+0.0000j
   -0.1661+0.0000j   -0.0000-0.0000j    0.1795+0.0000j    0.0000-0.0000j   -0.2148-0.0001j   -0.0000-0.0000j    0.3038+0.0001j   -0.0000+0.0000j   -0.7409+0.0000j    1.0000+0.0000j   -0.5028-0.0000j   -0.0000+0.0000j
    0.0000-0.0000j   -0.0101+0.0000j   -0.0000+0.0000j    0.0238+0.0000j    0.0000+0.0000j   -0.0483-0.0000j    0.0000+0.0000j    0.1142+0.0001j   -0.0000-0.0000j   -0.5028+0.0000j    1.0000+0.0000j   -0.8551-0.0000j
    0.1564-0.0000j    0.0000+0.0000j   -0.1661-0.0000j   -0.0000-0.0000j    0.1894+0.0001j   -0.0000-0.0000j   -0.2382-0.0001j    0.0000-0.0000j    0.3523-0.0000j   -0.0000-0.0000j   -0.8551+0.0000j    1.0000+0.0000j
