     1.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     1.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     1.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     1.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j     0.00000000000000e+00+0.00000000000000e+00j                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj                      nan+nanj
