      0.00000000e+00      -6.48791841e+00       6.00000000e+00
      1.00000000e-03      -6.48791842e+00       5.99999998e+00
      2.00000000e-03      -6.48791848e+00       5.99999997e+00
      3.00000000e-03      -6.48791856e+00       5.99999995e+00
      4.00000000e-03      -6.48791867e+00       5.99999993e+00
      5.00000000e-03      -6.48791881e+00       5.99999992e+00
      6.00000000e-03      -6.48791897e+00       5.99999990e+00
      7.00000000e-03      -6.48791915e+00       5.99999988e+00
      8.00000000e-03      -6.48791935e+00       5.99999987e+00
      9.00000000e-03      -6.48791957e+00       5.99999985e+00
      1.00000000e-02      -6.48791978e+00       5.99999983e+00
      1.10000000e-02      -6.48792000e+00       5.99999981e+00
      1.20000000e-02      -6.48792020e+00       5.99999979e+00
      1.30000000e-02      -6.48792038e+00       5.99999977e+00
      1.40000000e-02      -6.48792054e+00       5.99999975e+00
      1.50000000e-02      -6.48792065e+00       5.99999973e+00
      1.60000000e-02      -6.48792071e+00       5.99999970e+00
      1.70000000e-02      -6.48792070e+00       5.99999967e+00
      1.80000000e-02      -6.48792061e+00       5.99999964e+00
      1.90000000e-02      -6.48792042e+00       5.99999961e+00
      2.00000000e-02      -6.48792011e+00       5.99999958e+00
      2.10000000e-02      -6.48791967e+00       5.99999954e+00
      2.20000000e-02      -6.48791906e+00       5.99999950e+00
      2.30000000e-02      -6.48791826e+00       5.99999946e+00
      2.40000000e-02      -6.48791726e+00       5.99999941e+00
      2.50000000e-02      -6.48791600e+00       5.99999936e+00
      2.60000000e-02      -6.48791447e+00       5.99999930e+00
      2.70000000e-02      -6.48791263e+00       5.99999924e+00
      2.80000000e-02      -6.48791042e+00       5.99999917e+00
      2.90000000e-02      -6.48790781e+00       5.99999910e+00
      3.00000000e-02      -6.48790473e+00       5.99999902e+00
      3.10000000e-02      -6.48790114e+00       5.99999893e+00
      3.20000000e-02      -6.48789695e+00       5.99999883e+00
      3.30000000e-02      -6.48789210e+00       5.99999872e+00
      3.40000000e-02      -6.48788648e+00       5.99999861e+00
      3.50000000e-02      -6.48788000e+00       5.99999848e+00
      3.60000000e-02      -6.48787252e+00       5.99999834e+00
      3.70000000e-02      -6.48786390e+00       5.99999820e+00
      3.80000000e-02      -6.48785396e+00       5.99999803e+00
      3.90000000e-02      -6.48784248e+00       5.99999785e+00
      4.00000000e-02      -6.48782918e+00       5.99999766e+00
      4.10000000e-02      -6.48781373e+00       5.99999745e+00
      4.20000000e-02      -6.48779567e+00       5.99999722e+00
      4.30000000e-02      -6.48777439e+00       5.99999697e+00
      4.40000000e-02      -6.48774905e+00       5.99999669e+00
      4.50000000e-02      -6.48771836e+00       5.99999639e+00
      4.60000000e-02      -6.48768027e+00       5.99999606e+00
      4.70000000e-02      -6.48763100e+00       5.99999569e+00
      4.80000000e-02      -6.48756167e+00       5.99999528e+00
      4.90000000e-02      -6.48742409e+00       5.99999482e+00
      5.00000000e-02      -6.48757849e+00       5.99999431e+00
      5.10000000e-02      -6.48743475e+00       5.99999385e+00
