      0.00000000e+00       6.42719407e-01       1.19960534e+00       1.00723530e+00       9.92674350e-01       9.76125035e-01       1.18164056e+00
      1.00000000e-01       6.42720264e-01       1.19960394e+00       1.00723584e+00       9.92674349e-01       9.76125037e-01       1.18164056e+00
      2.00000000e-01       6.42722829e-01       1.19959979e+00       1.00723743e+00       9.92674332e-01       9.76125062e-01       1.18164055e+00
      3.00000000e-01       6.42727087e-01       1.19959301e+00       1.00723998e+00       9.92674263e-01       9.76125168e-01       1.18164050e+00
      4.00000000e-01       6.42733009e-01       1.19958376e+00       1.00724334e+00       9.92674083e-01       9.76125450e-01       1.18164035e+00
      5.00000000e-01       6.42740559e-01       1.19957231e+00       1.00724734e+00       9.92673724e-01       9.76126030e-01       1.18164005e+00
      6.00000000e-01       6.42749692e-01       1.19955893e+00       1.00725173e+00       9.92673112e-01       9.76127053e-01       1.18163948e+00
      7.00000000e-01       6.42760353e-01       1.19954396e+00       1.00725628e+00       9.92672183e-01       9.76128677e-01       1.18163854e+00
      8.00000000e-01       6.42772483e-01       1.19952775e+00       1.00726072e+00       9.92670891e-01       9.76131061e-01       1.18163710e+00
      9.00000000e-01       6.42786013e-01       1.19951065e+00       1.00726478e+00       9.92669216e-01       9.76134361e-01       1.18163498e+00
      1.00000000e+00       6.42800873e-01       1.19949300e+00       1.00726824e+00       9.92667173e-01       9.76138710e-01       1.18163201e+00
      1.10000000e+00       6.42816986e-01       1.19947511e+00       1.00727086e+00       9.92664816e-01       9.76144218e-01       1.18162801e+00
      1.20000000e+00       6.42834274e-01       1.19945728e+00       1.00727248e+00       9.92662238e-01       9.76150958e-01       1.18162277e+00
      1.30000000e+00       6.42852656e-01       1.19943975e+00       1.00727297e+00       9.92659570e-01       9.76158961e-01       1.18161609e+00
      1.40000000e+00       6.42872049e-01       1.19942272e+00       1.00727226e+00       9.92656970e-01       9.76168212e-01       1.18160778e+00
      1.50000000e+00       6.42892370e-01       1.19940636e+00       1.00727034e+00       9.92654621e-01       9.76178646e-01       1.18159766e+00
      1.60000000e+00       6.42913534e-01       1.19939078e+00       1.00726725e+00       9.92652711e-01       9.76190149e-01       1.18158558e+00
      1.70000000e+00       6.42935458e-01       1.19937603e+00       1.00726310e+00       9.92651425e-01       9.76202561e-01       1.18157142e+00
      1.80000000e+00       6.42958058e-01       1.19936216e+00       1.00725806e+00       9.92650927e-01       9.76215678e-01       1.18155512e+00
      1.90000000e+00       6.42981252e-01       1.19934917e+00       1.00725232e+00       9.92651350e-01       9.76229262e-01       1.18153665e+00
      2.00000000e+00       6.43004957e-01       1.19933703e+00       1.00724613e+00       9.92652782e-01       9.76243050e-01       1.18151605e+00
      2.10000000e+00       6.43029096e-01       1.19932570e+00       1.00723975e+00       9.92655261e-01       9.76256759e-01       1.18149343e+00
      2.20000000e+00       6.43053591e-01       1.19931513e+00       1.00723347e+00       9.92658764e-01       9.76270103e-01       1.18146894e+00
      2.30000000e+00       6.43078369e-01       1.19930524e+00       1.00722757e+00       9.92663213e-01       9.76282803e-01       1.18144281e+00
      2.40000000e+00       6.43103358e-01       1.19929596e+00       1.00722230e+00       9.92668471e-01       9.76294595e-01       1.18141531e+00
      2.50000000e+00       6.43128491e-01       1.19928723e+00       1.00721790e+00       9.92674357e-01       9.76305246e-01       1.18138677e+00
      2.60000000e+00       6.43153703e-01       1.19927896e+00       1.00721458e+00       9.92680650e-01       9.76314558e-01       1.18135755e+00
      2.70000000e+00       6.43178934e-01       1.19927106e+00       1.00721249e+00       9.92687106e-01       9.76322383e-01       1.18132802e+00
      2.80000000e+00       6.43204122e-01       1.19926346e+00       1.00721173e+00       9.92693473e-01       9.76328622e-01       1.18129860e+00
      2.90000000e+00       6.43229211e-01       1.19925605e+00       1.00721234e+00       9.92699507e-01       9.76333234e-01       1.18126966e+00
      3.00000000e+00       6.43254141e-01       1.19924875e+00       1.00721430e+00       9.92704984e-01       9.76336238e-01       1.18124159e+00
      3.10000000e+00       6.43278851e-01       1.19924145e+00       1.00721753e+00       9.92709719e-01       9.76337708e-01       1.18121474e+00
      3.20000000e+00       6.43303278e-01       1.19923404e+00       1.00722190e+00       9.92713571e-01       9.76337773e-01       1.18118943e+00
      3.30000000e+00       6.43327353e-01       1.19922642e+00       1.00722723e+00       9.92716454e-01       9.76336610e-01       1.18116593e+00
